Chr	Target.Start	Target.End	NumberOfTargets	OriStCoordinate	OriEndCoordinate	CBS.Mean	LogRatios	Above.PValues.Cutoff	Calls
chr1	9816	9920	105	47905140	50575646	0.0399	0.033189590176138	0.0285714285714286	No
chr1	9921	9972	52	50609999	51180851	-0.1282	-0.154891797635023	0.0192307692307692	No
chr1	9973	10955	982	51204486	55624738	0.076	0.0759525269466014	0.0122199592668024	No
chr1	10956	12263	1307	55625277	71473369	0.0259	0.0254886230904279	0.00765110941086458	No
chr1	12264	12284	21	71473369	71513195	-0.0872	-0.0872460462664335	0	No
chr1	12285	12647	363	71513195	77619819	-0.2916	-0.291627085244799	0.00275482093663912	No
chr1	12648	13031	384	77619819	85016218	-0.2208	-0.22024147472597	0.00520833333333333	No
chr1	13032	13038	7	85018757	85020674	-0.7072	-0.707237893975723	0	No
chr1	13039	13044	6	85020674	85036358	-0.0592	-0.0591588765439844	0	No
chr1	13045	13073	29	85039836	85115688	-0.3366	-0.336630904817415	0	No
chr1	13074	13137	64	85115955	85559487	-0.1911	-0.191061703168789	0	No
chr1	13138	13156	19	85560066	85623520	-0.0255	-0.0254870980208589	0.0526315789473684	No
chr1	13157	13295	139	85623520	86591923	-0.259	-0.25903761859633	0	No
chr1	13296	13304	9	86611724	86815269	-0.5575	-0.557479887402849	0	No
chr1	13305	13321	17	86815269	86850527	-0.2819	-0.28186547730843	0	No
chr1	13322	13328	7	86851148	86891223	-0.6047	-0.60465605344386	0	No
chr1	13329	13985	656	86894075	93308163	-0.2518	-0.250527502721516	0.00304878048780488	No
chr1	13986	14007	22	93308163	93592892	-0.0069	-0.0068729610074412	0	No
chr1	14008	15261	1253	93594825	109940533	-0.2308	-0.229718399809359	0.00638467677573823	No
chr1	15262	15418	157	109944493	110216152	0.054	0.0540034589682324	0	No
chr1	15419	15422	4	110230340	110233134	0.4605	0.460458397706856	0	No
chr1	15423	15477	55	110254854	110555684	0.0189	0.0399917473251797	0.0363636363636364	No
chr1	15478	15512	35	110557403	110594452	0.1833	0.183311869057838	0	No
chr1	15513	15523	11	110596303	110613166	-0.0306	-0.0306234854206322	0	No
chr1	15524	15537	14	110655101	110738447	0.1499	0.149947360455663	0	No
chr1	15538	15581	44	110739967	110888314	-0.007	-0.0070151581230617	0	No
chr1	15582	15583	2	110888804	110905745	-0.4606	-0.460616086792752	0	No
chr1	15584	15876	293	110905745	112997239	0.0572	0.0608944485219275	0.00341296928327645	No
chr1	15877	16089	213	112998536	114300445	-0.2019	-0.201897135441714	0.0140845070422535	No
chr1	16090	16103	14	114301221	114307488	-0.4764	-0.476390158670495	0	No
chr1	16104	16232	129	114307488	114696521	-0.186	-0.185973070735564	0.00775193798449612	No
chr1	16233	16246	14	114935440	114939118	-0.5103	-0.510285783958204	0	No
chr1	16247	16280	34	114939118	115124193	-0.201	-0.201027730061908	0	No
chr1	16281	16290	10	115125396	115130176	-0.4985	-0.498479247910164	0	No
chr1	16291	16353	63	115130299	115284326	-0.1565	-0.156548003357209	0.0158730158730159	No
chr1	16354	16543	190	115312129	116916136	-0.3066	-0.306568188733349	0.0157894736842105	No
chr1	16544	17088	543	116916766	144898946	0.0375	0.037523667648183	0.00184162062615101	No
chr1	17089	17136	48	144899321	145076281	-0.0898	-0.0898437351645605	0	No
chr1	17137	17793	657	145096447	150703581	0.0553	0.0552904038261683	0.0121765601217656	No
chr1	17794	18373	579	150703889	152079091	0.0954	0.0954231462496609	0.00863557858376511	No
chr1	18374	18554	181	152079091	153271813	-0.0237	-0.0237397308388162	0	No
chr1	18555	18746	192	153274829	153780348	0.1077	0.111835145150957	0.00520833333333333	No
chr1	18747	18750	4	153780348	153781425	-0.3602	-0.360237427746369	0	No
chr1	18751	18835	85	153781425	153950114	0.0408	0.0407609388872382	0	No
chr1	18836	18947	112	153954605	154242918	0.1605	0.160480882454653	0.00892857142857143	No
chr1	18948	19147	200	154242918	154709701	0.081	0.081014080581698	0.005	No
chr1	19148	19150	3	154728128	154728912	-0.5521	-0.552103547774889	0.333333333333333	No
chr1	19151	19158	8	154744314	154842519	0.0037	0.00367060460635708	0	No
chr1	19159	19164	6	154897177	154905025	0.2228	0.222775653321721	0	No
chr1	19165	19195	31	154909096	154935119	-0.0494	-0.049419119386591	0	No
chr1	19196	19486	291	154935553	155294056	0.0803	0.0803457035303724	0	No
chr1	19487	19507	21	155294056	155307558	-0.0369	-0.0368984683142106	0	No
chr1	19508	19750	243	155307820	156047439	0.1344	0.134361278438847	0.00411522633744856	No
chr1	19751	19755	5	156051387	156096034	-0.3163	-0.316347679044924	0	No
chr1	19756	19998	243	156096368	156594018	0.0982	0.0944928473955969	0.0123456790123457	No
chr1	19999	20446	448	156594084	158299323	0.0374	0.0373843777825018	0.00223214285714286	No
chr1	20447	20448	2	158299393	158299845	0.6368	0.636797336755302	0	No
chr1	20449	20494	46	158300316	158577202	0.0374	0.0373722626286527	0	No
chr1	20495	20500	6	158580314	158584244	-0.2693	-0.269313438530465	0.166666666666667	No
chr1	20501	20753	253	158585071	159924127	0.0461	0.0460972944951449	0.00395256916996047	No
chr1	20754	20756	3	159997406	159998173	-0.4754	-0.475440365117763	0	No
chr1	20757	20804	48	159998173	160060416	-0.0384	-0.0384260794864416	0	No
chr1	20805	20977	173	160061560	160327111	0.0858	0.0858393452244711	0	No
chr1	20978	20988	11	160327877	160385893	-0.0313	-0.0313336479225137	0	No
chr1	20989	20994	6	160388723	160395146	0.1291	0.129109571015477	0	No
chr1	20995	21005	11	160395146	160398215	-0.0442	-0.0442068462558458	0	No
chr1	21006	21007	2	160398215	160455359	-0.5536	-0.55361815064973	0	No
chr1	21008	21238	230	160455359	161126822	0.042	0.0419875595299061	0.00869565217391304	No
chr1	21239	21445	207	161127023	161931930	0.0984	0.0984244633796091	0.00966183574879227	No
chr1	21446	21529	84	161931930	162372588	-0.0181	-0.0180617745371417	0	No
chr1	21530	21541	12	162381728	162493004	0.2629	0.262851903207265	0	No
chr1	21542	21566	25	162493004	162536204	-0.071	-0.0710153846972909	0	No
chr1	21567	21585	19	162546514	162737252	0.1958	0.195769471740274	0	No
chr1	21586	21666	81	162740147	163325341	0.004	0.00403369448933998	0.0123456790123457	No
chr1	21667	21668	2	163325341	164246062	-0.6744	-0.674423595318357	0	No
chr1	21669	22736	1068	164528874	173639145	0.04	0.0393653019026091	0.00561797752808989	No
chr1	22737	22809	73	173685080	173886472	0.1639	0.163914963148271	0	No
chr1	22810	24845	2035	173900345	196716704	0.0432	0.0421569175429351	0.0058968058968059	No
chr1	24846	24862	17	196743864	196857450	0.2811	0.281072241791451	0.0588235294117647	No
chr1	24863	24988	126	196871498	197409337	0.0389	0.0388683801671582	0.00793650793650794	No
chr1	24989	25094	106	197409337	197904628	-0.0865	-0.0864587988829804	0	No
chr1	25095	25120	26	198201631	198608497	0.0504	0.050410422832337	0	No
chr1	25121	25122	2	198661384	198661987	-0.6313	-0.631252172966181	0	No
chr1	25123	25560	438	198661987	201763281	0.0494	0.0522685447881475	0.0045662100456621	No
chr1	25561	25562	2	201763573	201772851	0.7491	0.749104004165512	0.5	CNV
chr1	25563	25823	261	201773102	202551491	0.0791	0.079096681626286	0.00383141762452107	No
chr1	25824	25871	48	202551491	202569700	-0.0683	-0.0682868832843081	0	No
chr1	25872	26203	332	202571001	203820369	0.0673	0.0672848535119578	0.00602409638554217	No
chr1	26204	26205	2	203823059	203823348	-0.6202	-0.620244816225491	0.5	CNV
chr1	26206	26316	111	203830767	204394221	0.03	0.0300351800581026	0	No
chr1	26317	26373	57	204394779	204521018	0.1768	0.176784274417394	0.0175438596491228	No
chr1	26374	28110	1737	204521716	216595644	0.0431	0.0430270867184293	0.00748416810592976	No
chr1	28111	28209	99	216595644	218520448	-0.0847	-0.0847015828151195	0	No
chr1	28210	28364	155	218536541	220386336	0.0743	0.0743213282720048	0.00645161290322581	No
chr1	28365	28370	6	220387186	220702276	-0.3193	-0.31926747119724	0	No
chr1	28371	28843	473	220752751	225305941	0.0575	0.0556209836261516	0.00845665961945032	No
chr1	28844	28845	2	225306840	225311342	-0.6489	-0.648879250179708	0	No
chr1	28846	28943	97	225328467	225685475	0.0454	0.0453855783204221	0	No
chr1	28944	28947	4	225685902	225695830	0.5001	0.500148353065989	0.25	No
chr1	28948	29652	705	225699499	229584977	0.0182	0.0182469818463941	0	No
chr1	29653	29677	25	229586139	229652628	0.2167	0.216743749209419	0	No
chr1	29678	29821	141	229652775	230907827	0.0401	0.0357415698252697	0.00709219858156028	No
chr1	29822	29823	2	230910178	230914829	0.6571	0.657124309893396	0	No
chr1	29824	30127	304	230915869	232943969	0.0265	0.0265498260236767	0.00986842105263158	No
chr1	30128	30135	8	232943969	232946056	-0.3341	-0.33405589547962	0.125	No
chr1	30136	30545	410	233086297	236380499	0.0448	0.0471254647857118	0.00731707317073171	No
chr1	30546	30552	7	236380499	236384075	-0.3578	-0.357824504691255	0	No
chr1	30553	30877	325	236384075	240072266	0.0503	0.0503234642464925	0	No
chr1	30878	30907	30	240072266	240256965	-0.1626	-0.162552453153169	0	No
chr1	30908	30980	73	240286530	241714417	0.0158	0.0157800669474122	0	No
chr1	30981	30988	8	241718865	241752232	0.3361	0.336104384655484	0	No
chr1	30989	31026	38	241753290	241798082	-0.0786	-0.0785517149518099	0	No
chr1	31027	31071	45	241798082	242042656	0.1881	0.188107494207421	0	No
chr1	31072	31101	30	242045153	243320167	0.0338	0.033778530271912	0.0666666666666667	No
chr1	31102	31104	3	243327486	243332864	-0.4772	-0.477206136930233	0	No
chr1	31105	31662	556	243335913	248685904	0.0443	0.0443026593718993	0.00899280575539568	No
chr1	31663	31670	8	248756051	248790411	-0.8548	-0.854777335557044	0.125	No
chr1	31671	31727	57	248814068	249214102	0.0355	0.0354658365700436	0	No
chr10	31728	34464	2734	225903	32863595	-0.204	-0.206602077501964	0.0128017556693489	No
chr10	34465	34467	3	32873135	32964611	0.5454	0.545351613676743	0.333333333333333	No
chr10	34468	34518	51	32974828	33469316	-0.2831	-0.283128413453864	0.0196078431372549	No
chr10	34519	34643	125	33471475	35859827	-0.1549	-0.154934910436053	0.016	No
chr10	34644	35081	437	35859827	46222863	-0.2435	-0.243541982858468	0.0205949656750572	No
chr10	35083	35106	24	46961683	47088193	0.1359	0.13585974960841	0	No
chr10	35107	35340	234	48370441	50530973	-0.2294	-0.229400036549905	0.00854700854700855	No
chr10	35341	35386	46	50530973	50667272	-0.3977	-0.397681456540358	0	No
chr10	35387	35581	194	50668303	54053785	-0.2282	-0.228219045645595	0.00515463917525773	No
chr10	35582	35635	54	54053785	55566633	-0.4128	-0.412803234347176	0	No
chr10	35636	35708	73	55566633	59064309	-0.2246	-0.239374780017889	0.0136986301369863	No
chr10	35709	35710	2	59951234	59951514	-1.1818	-1.18178169993883	0	No
chr10	35712	35772	61	59952194	60273157	-0.2681	-0.268055719609962	0.0491803278688525	No
chr10	35773	35952	180	60380609	61941301	-0.2002	-0.200206184718552	0	No
chr10	35953	35954	2	61946546	61956111	0.563	0.562987514316677	0.5	CNV
chr10	35955	36385	431	61956194	70048049	-0.235	-0.234962410963379	0.00232018561484919	No
chr10	36386	37716	1330	70048049	76732421	-0.1792	-0.179166063250253	0.00676691729323308	No
chr10	37717	37726	10	76735117	76781084	-0.2113	-0.211347628051896	0	No
chr10	37727	37732	6	76781639	76788934	-0.5834	-0.583399538074312	0	No
chr10	37733	38030	297	76788934	81266517	-0.22	-0.219978438029649	0.00336700336700337	No
chr10	38031	38034	4	81273480	81275671	0.2581	0.258144424674248	0.25	No
chr10	38035	38861	824	81315564	92677625	-0.2337	-0.237060612311972	0.0169902912621359	No
chr10	38862	38863	2	92678579	92678998	0.6575	0.657487956409857	0	No
chr10	38864	39021	158	92679948	93789058	-0.2125	-0.212521832467624	0	No
chr10	39022	39038	17	93789058	93811920	-0.467	-0.467022404912497	0	No
chr10	39039	39076	38	93811920	94214091	-0.2161	-0.216112551819762	0	No
chr10	39077	39118	42	94214091	94397370	-0.0519	-0.0518713473851883	0.0238095238095238	No
chr10	39119	39203	85	94399482	95093084	-0.2467	-0.246667693136662	0.0117647058823529	No
chr10	39204	39250	47	95093444	95275342	-0.1059	-0.105850476452028	0	No
chr10	39251	39304	54	95276689	95428818	-0.2707	-0.270708791085956	0	No
chr10	39305	39306	2	95428818	95429390	-0.892	-0.892022410108094	0	No
chr10	39307	39558	252	95429390	97116800	-0.193	-0.192963648044319	0.00396825396825397	No
chr10	39559	39563	5	97116800	97131855	-0.6144	-0.614379444447096	0.2	No
chr10	39564	39687	124	97135707	97820490	-0.1917	-0.191726940664182	0.0161290322580645	No
chr10	39688	39931	244	97823950	98766567	-0.2761	-0.276087194345989	0	No
chr10	39932	40097	166	98770697	99337662	-0.1988	-0.198805662469667	0.0120481927710843	No
chr10	40098	40138	41	99338038	99426421	-0.0519	-0.0518663905674275	0	No
chr10	40139	40827	689	99426693	102891023	-0.2015	-0.203363465250071	0.00725689404934688	No
chr10	40828	40842	15	102891023	102989551	-0.4783	-0.478321976069259	0.0666666666666667	No
chr10	40843	41618	776	102991985	105883724	-0.1942	-0.194245768759872	0.00644329896907216	No
chr10	41619	41620	2	105883724	105885990	-0.9071	-0.907051309618579	0	No
chr10	41621	41960	340	105885990	112837286	-0.2045	-0.204536556548766	0.00588235294117647	No
chr10	41961	41999	39	112837286	113916863	-0.3845	-0.384535210263355	0	No
chr10	42000	42226	227	113916863	115613196	-0.1832	-0.186579807255451	0	No
chr10	42227	42292	66	115613196	115883607	-0.3561	-0.356129625862839	0	No
chr10	42293	42679	387	115883897	118889181	-0.2002	-0.200203487100961	0.0103359173126615	No
chr10	42680	42858	179	118889181	120795296	-0.3132	-0.313192838569922	0.00558659217877095	No
chr10	42859	43373	514	120795443	124813582	-0.1847	-0.185980565421556	0.00583657587548638	No
chr10	43374	43487	114	124813729	126150565	-0.3053	-0.305292764712483	0.0087719298245614	No
chr10	43488	44202	715	126172704	134756187	-0.2119	-0.211944581247938	0.00839160839160839	No
chr10	44203	44444	242	134756187	135381924	-0.2682	-0.265819688606943	0.00413223140495868	No
chr11	44445	44786	341	193065	747642	0.0243	0.0243361685597804	0.00293255131964809	No
chr11	44787	44788	2	752344	755965	0.6508	0.650828964580164	0.5	CNV
chr11	44789	45196	407	758885	1619390	0.0308	0.0334639210328467	0.00737100737100737	No
chr11	45197	45198	2	1628768	1629347	0.6657	0.665666628911555	0.5	CNV
chr11	45199	45558	359	1630243	3383377	0.0158	0.0158220710391156	0.00557103064066852	No
chr11	45559	45560	2	3383733	3388248	-0.5608	-0.560783683789108	0	No
chr11	45561	45584	24	3389952	3687833	0.0251	0.0250849561621306	0	No
chr11	45585	45694	110	3688449	4185652	0.1284	0.128357053656134	0	No
chr11	45695	45814	120	4388468	4968116	0.0332	0.0278292362002232	0	No
chr11	45815	45816	2	4975975	4976729	-1.8353	-4.60155803426552	1	CNV
chr11	45817	46007	191	4976867	5777007	0.0526	0.0526248154964451	0	No
chr11	46008	46012	5	5798822	5809361	0.3596	0.359632936584937	0	No
chr11	46013	46626	614	5809361	8020594	0.0339	0.0338976357891724	0	No
chr11	46627	46637	11	8020821	8040968	-0.2428	-0.242759482249903	0	No
chr11	46638	46794	157	8060134	8718236	0.0268	0.0267664884089055	0.00636942675159236	No
chr11	46795	46796	2	8719096	8719530	0.6081	0.608099228947791	0	No
chr11	46797	46952	156	8720325	9406356	0.0558	0.0557574337499469	0.0128205128205128	No
chr11	46953	46993	41	9413623	9537853	0.1849	0.18492189639367	0.024390243902439	No
chr11	46994	47619	626	9546750	15205960	0.0255	0.024526777285359	0.00159744408945687	No
chr11	47620	47622	3	15212146	15243151	0.5944	0.594397011428712	0.333333333333333	No
chr11	47623	47778	155	15247115	17351909	0.0563	0.0562716886511226	0	No
chr11	47779	47800	22	17352427	17396724	-0.1188	-0.118809211061185	0	No
chr11	47801	47946	146	17396792	17665205	0.104	0.104026940512358	0	No
chr11	47947	47996	50	17667113	17981207	-0.0606	-0.0606051481930171	0	No
chr11	47997	48007	11	18010191	18031711	0.1268	0.126799952871339	0	No
chr11	48008	48019	12	18034307	18042506	-0.0994	-0.0993949730305746	0	No
chr11	48020	48053	34	18042506	18231529	0.0645	0.0644650329559177	0	No
chr11	48054	48056	3	18232233	18233153	0.5651	0.565111121436094	0.666666666666667	CNV
chr11	48057	48231	173	18252814	18885128	0.095	0.0949535712822671	0	No
chr11	48232	48244	13	18955529	19138804	-0.1363	-0.136273301143836	0	No
chr11	48245	48405	161	19164452	20677326	0.0778	0.0777563923710123	0	No
chr11	48406	48418	13	20677326	20680857	-0.1619	-0.161920857795071	0	No
chr11	48419	48489	71	20691196	22399131	0.0605	0.0605434478177509	0.0140845070422535	No
chr11	48490	48681	192	22399131	27363057	-0.0297	-0.0296987081714267	0.00520833333333333	No
chr11	48682	48687	6	27370367	27371924	-0.4217	-0.421725658608176	0	No
chr11	48688	48986	297	27378903	32410662	-0.0194	-0.0194256019668472	0.00673400673400673	No
chr11	48987	49713	726	32413448	43364373	0.0474	0.0473765440367219	0.00413223140495868	No
chr11	49714	49716	3	43364923	43366160	0.7263	0.726256836566289	0.333333333333333	No
chr11	49717	50108	392	43380546	46439689	0.0612	0.0611817286141671	0.0076530612244898	No
chr11	50109	50668	560	46455075	48188995	0.112	0.112049336101585	0.00357142857142857	No
chr11	50669	50699	31	48188995	49059062	0.0594	0.0593695429696127	0	No
chr11	50700	50703	4	49076936	49170381	-0.4365	-0.436521784312072	0	No
chr11	50704	50712	9	49175475	49214529	0.2526	0.252614635689661	0.111111111111111	No
chr11	50713	50716	4	49227550	49230311	-0.3062	-0.306150034329104	0	No
chr11	50717	50724	8	49598098	50004044	0.0537	0.0536509437116528	0.125	No
chr11	50725	50743	19	51411616	55340468	-0.1924	-0.245212199277177	0.0526315789473684	No
chr11	50744	50755	12	55370793	55419380	0.2279	0.227878435392323	0	No
chr11	50756	52471	1716	55432602	63137994	-0.2094	-0.209743984450233	0.0116550116550117	No
chr11	52472	52544	73	63138543	63531104	-0.0879	-0.0878552383236977	0.0273972602739726	No
chr11	52545	54594	2049	63531104	67941365	-0.2243	-0.225255510610933	0.00585651537335286	No
chr11	54595	54859	265	67941657	70224763	-0.1499	-0.154471323306656	0.0150943396226415	No
chr11	54860	54933	74	70228103	70757742	-0.2023	-0.212021453645959	0	No
chr11	54934	54938	5	70759712	70777907	-0.5795	-0.579504960717476	0.2	No
chr11	54939	55077	139	70778833	71730104	-0.2093	-0.209315308430912	0.00719424460431655	No
chr11	55078	55085	8	71730576	71783470	0.2037	0.203718016128837	0	No
chr11	55086	55348	263	71799279	73106532	-0.2155	-0.215457641960411	0.00760456273764259	No
chr11	55349	55418	69	73118594	73718094	-0.0626	-0.0625998292426752	0.0144927536231884	No
chr11	55419	55611	193	73724452	74660757	-0.2	-0.199971338297314	0.00518134715025907	No
chr11	55612	55615	4	74674660	74680842	0.2552	0.255233431202282	0.25	No
chr11	55616	55940	324	74688753	76572192	-0.2296	-0.229600084746454	0.0123456790123457	No
chr11	55941	55947	7	76579058	76701625	0.2292	0.229213622097291	0	No
chr11	55948	56039	92	76709720	76908624	-0.2311	-0.231127404421374	0.0108695652173913	No
chr11	56040	56044	5	76909427	76914304	0.2425	0.242461413556623	0	No
chr11	56045	57405	1359	76915075	95568161	-0.2299	-0.231725478782737	0.0125091979396615	No
chr11	57406	57417	12	95568161	95595513	0.2826	0.282581995572843	0	No
chr11	57418	58741	1322	95598672	111613420	-0.2382	-0.240284323323163	0.00605143721633888	No
chr11	58742	58814	73	111614115	111796447	-0.1296	-0.129557902567084	0.0410958904109589	No
chr11	58815	58834	20	111796621	111863816	0.0241	0.0240663346945854	0	No
chr11	58835	59404	569	111864267	117279708	-0.1712	-0.169016643326305	0.0123022847100176	No
chr11	59405	59599	195	117280322	118104360	-0.2394	-0.239365099615231	0.00512820512820513	No
chr11	59600	60036	436	118106184	118973164	-0.1859	-0.185902591847723	0.00917431192660551	No
chr11	60037	60038	2	118978129	118978643	-0.8008	-0.800761651558666	0	No
chr11	60039	60461	422	118978643	120852961	-0.2063	-0.208170058681567	0.0023696682464455	No
chr11	60462	60463	2	120856652	120857110	-0.8435	-0.843521214853036	0	No
chr11	60464	60727	264	120857212	123494018	-0.1916	-0.191550138699756	0.0113636363636364	No
chr11	60728	61133	406	123494018	125442557	-0.248	-0.247992601224818	0.00246305418719212	No
chr11	61134	61143	10	125443385	125452425	0.087	0.0870221187302248	0	No
chr11	61144	61175	32	125453475	125523749	-0.1238	-0.123842669977134	0	No
chr11	61176	61221	46	125525097	125709412	-0.2972	-0.297182031796353	0	No
chr11	61222	61401	180	125709782	126858483	-0.1644	-0.16437678387058	0	No
chr11	61402	61429	28	126865032	128332225	-0.4201	-0.420145489436993	0	No
chr11	61430	61631	202	128332225	129772145	-0.2393	-0.239289839649952	0.00495049504950495	No
chr11	61632	61699	68	129772145	130079848	-0.1428	-0.152960369685429	0.0294117647058824	No
chr11	61700	61715	16	130079962	130100524	-0.5384	-0.538440759789309	0	No
chr11	61716	61808	93	130100524	130749713	-0.2367	-0.236698874701878	0.021505376344086	No
chr11	61810	61811	2	130763553	130773377	0.4659	0.465912964056659	0.5	CNV
chr11	61812	61936	125	130775457	134038200	-0.2459	-0.245862799522828	0	No
chr11	61937	61959	23	134038200	134080337	-0.0437	-0.0437487859902356	0	No
chr11	61960	62066	107	134086792	134257925	-0.2599	-0.259877972844176	0	No
chr12	62067	63759	1688	208320	10539664	0.0858	0.0858455623097472	0.00710900473933649	No
chr12	63760	63856	95	10541316	11183574	-0.0354	-0.0353855317664338	0.0105263157894737	No
chr12	63857	65302	1444	11183860	34179815	0.0871	0.0876213072928964	0.0117728531855956	No
chr12	65303	65389	87	38710835	40077402	-0.2357	-0.235749727607179	0.0229885057471264	No
chr12	65390	65430	41	40077822	40422231	-0.4055	-0.40551130291794	0	No
chr12	65431	65974	544	40441829	48061685	-0.2238	-0.225216428683686	0.00919117647058824	No
chr12	65975	66218	244	48062709	48956690	-0.1706	-0.17064625960852	0.00409836065573771	No
chr12	66219	66220	2	48961735	48962398	0.5949	0.594919223711719	0.5	CNV
chr12	66221	66839	619	48962918	50871587	-0.193	-0.191590201388936	0.00484652665589661	No
chr12	66840	67050	210	50871587	52182680	-0.0933	-0.0933431152067683	0.00952380952380952	No
chr12	67051	67058	8	52183108	52204324	-0.1929	-0.192921837946847	0	No
chr12	67059	67064	6	52214301	52215981	-0.5868	-0.586764095160294	0.166666666666667	No
chr12	67065	67261	197	52215981	52992843	-0.1839	-0.183925428901747	0	No
chr12	67262	67325	64	52994860	53189917	-0.2937	-0.293674013166705	0	No
chr12	67326	67672	343	53200852	54332884	-0.1649	-0.164871407199861	0.0116618075801749	No
chr12	67673	67737	65	54332884	54520235	-0.351	-0.35097928017982	0	No
chr12	67738	69840	2100	54520235	73046249	-0.1695	-0.170123423194989	0.0104761904761905	No
chr12	69841	69945	105	73046771	76739590	-0.2902	-0.30652213317012	0.00952380952380952	No
chr12	69946	70096	151	76739590	79990455	-0.1973	-0.197288856426707	0.00662251655629139	No
chr12	70097	70105	9	80007277	80182579	-0.5123	-0.512307049645436	0.111111111111111	No
chr12	70106	70317	212	80184175	82832579	-0.1818	-0.181830798014755	0.00943396226415094	No
