Chr	Target.Start	Target.End	NumberOfTargets	OriStCoordinate	OriEndCoordinate	CBS.Mean	LogRatios	Above.PValues.Cutoff	Calls
chr1	6594	6654	60	32827569	33116259	-0.1119	-0.111945971083098	0	No
chr1	6655	6658	4	33116673	33127872	0.4825	0.482534416981754	0.5	CNV
chr1	6659	6679	21	33133967	33207863	-0.0941	-0.0940883579909422	0.0952380952380952	No
chr1	6680	6681	2	33219643	33231506	0.6854	0.685444739639524	0	No
chr1	6682	6862	181	33233360	33956836	-0.0398	-0.0455889643937206	0	No
chr1	6863	6906	44	33956836	34058083	-0.1923	-0.192295879881666	0	No
chr1	6907	7038	132	34064516	35450976	-0.0392	-0.0391757245402867	0.0151515151515152	No
chr1	7039	7141	103	35452603	35887693	-0.2159	-0.202452376066938	0.0194174757281553	No
chr1	7142	8292	1149	35899067	41012983	-0.0645	-0.0645394937097055	0.00870322019147084	No
chr1	8293	8295	3	41012983	41013802	-0.7203	-0.72029755435915	0	No
chr1	8296	8441	146	41086326	41972702	-0.0057	-0.031793127010362	0.00684931506849315	No
chr1	8442	8546	105	41972702	43002986	-0.1001	-0.100088628547727	0	No
chr1	8547	8551	5	43004824	43030328	-0.5292	-0.529176704366715	0	No
chr1	8552	8701	150	43031950	43676291	-0.0758	-0.0758426671947796	0.00666666666666667	No
chr1	8702	8706	5	43676291	43687895	0.4316	0.431589830247747	0.2	No
chr1	8707	8868	161	43688526	43919339	-0.1053	-0.105319942377508	0.0062111801242236	No
chr1	8869	9345	476	43919339	46049957	-0.0239	-0.0220820296068248	0.00210084033613445	No
chr1	9346	9347	2	46054200	46057078	-1.0196	-1.01961306270496	0.5	CNV
chr1	9348	9352	5	46060343	46072359	-0.2727	-0.27272216823975	0	No
chr1	9353	9357	5	46072966	46078932	0.533	0.533003968697758	0.2	No
chr1	9358	9608	250	46079804	47073531	-0.0908	-0.0907679612909556	0.016	No
chr1	9609	9788	180	47073589	47841061	-0.1286	-0.128591466256279	0.00555555555555556	No
chr1	9789	9796	8	47842379	47844505	-0.6764	-0.676400449044708	0	No
chr1	9797	9847	51	47881731	48761314	-0.0499	-0.0499497418982692	0	No
chr1	9848	9860	13	48761314	48771640	-0.5205	-0.520519809336906	0	No
chr1	9861	10465	605	48821330	53517417	-0.148	-0.149358495006446	0.0181818181818182	No
chr1	10466	10565	100	53527776	54060691	-0.0134	-0.0134402663188668	0.01	No
chr1	10566	10687	122	54231192	54671031	-0.1503	-0.1590217753617	0.0163934426229508	No
chr1	10688	10893	206	54675683	55533283	-0.0107	-0.0107027739878492	0.0388349514563107	No
chr1	10894	10899	6	55533347	55534829	-0.4764	-0.476431253039737	0	No
chr1	10900	10911	12	55537396	55551759	-0.0096	-0.00955293905317403	0	No
chr1	10912	11101	189	55555286	59043117	-0.2375	-0.237455144023754	0.0105820105820106	No
chr1	11102	11103	2	59120470	59121010	-1.2317	-1.23173286287471	0	No
chr1	11104	11137	34	59121010	59156129	-0.3576	-0.357555718898867	0	No
chr1	11138	11174	37	59158416	60280933	-0.0531	-0.0531180307625009	0	No
chr1	11175	11196	22	60287505	60338684	-0.2812	-0.281155959579242	0	No
chr1	11197	11209	13	60338684	60342091	-0.5863	-0.58628896551329	0	No
chr1	11210	11421	212	60359053	63043059	-0.1726	-0.17255238714431	0.00471698113207547	No
chr1	11422	11470	49	63044491	63331160	-0.4416	-0.441556573202479	0.0204081632653061	No
chr1	11471	11486	16	63788708	63877779	-0.0168	-0.0168029572483761	0	No
chr1	11487	11493	7	63879653	63902978	-0.4645	-0.464452176137502	0	No
chr1	11494	11507	14	63902978	63974316	-0.8477	-0.847651781175441	0.0714285714285714	No
chr1	11508	11566	59	63975848	64646117	-0.1424	-0.142380812975331	0.0338983050847458	No
chr1	11567	11570	4	64646117	64647153	-1.1227	-1.12272965251494	0	No
chr1	11571	11581	11	64669340	64726395	-0.4283	-0.428325075212664	0	No
chr1	11582	11698	116	64732707	65871767	-0.0801	-0.0801141852631479	0	No
chr1	11699	11749	51	65874309	66095055	-0.3422	-0.342198937021685	0.0196078431372549	No
chr1	11750	11759	10	66096086	66101072	-0.7969	-0.796897639419531	0.1	No
chr1	11760	11838	79	66101865	67205152	-0.1984	-0.198370510973751	0	No
chr1	11839	11916	78	67206299	67452113	-0.4218	-0.421797174434618	0	No
chr1	11917	11953	37	67452113	67519734	-0.1457	-0.145733159117352	0	No
chr1	11954	11960	7	67557871	67559704	-0.9574	-0.957393942677997	0	No
chr1	11961	12157	196	67559704	70587734	-0.2761	-0.285777715128102	0.0306122448979592	No
chr1	12158	12174	17	70587734	70644701	-0.8114	-0.811351794843206	0	No
chr1	12175	12326	152	70646745	72748408	-0.3208	-0.320771814930758	0.0131578947368421	No
chr1	12327	12339	13	74491736	74621553	-0.9537	-0.953718524162607	0.0769230769230769	No
chr1	12340	12565	226	74645635	76288246	-0.2691	-0.26905272788326	0.00884955752212389	No
chr1	12566	12576	11	76313842	76363748	-0.9415	-0.941515199417695	0.0909090909090909	No
chr1	12577	13298	722	76365252	86622465	-0.272	-0.271986477420547	0.00831024930747922	No
chr1	13299	13326	28	86813755	86852776	-0.609	-0.60901613803611	0	No
chr1	13327	13748	422	86889793	91406877	-0.2335	-0.233483940802914	0.00710900473933649	No
chr1	13749	13779	31	91447810	91850861	-0.5729	-0.572873117107	0	No
chr1	13780	14162	381	91851085	94367219	-0.2835	-0.285422493886019	0.015748031496063	No
chr1	14163	14215	53	94369936	94586677	-0.0441	-0.0441120028369127	0	No
chr1	14216	14281	66	94637243	94998873	-0.3658	-0.36577627616243	0.0303030303030303	No
chr1	14282	14318	37	95001586	95538481	-0.0294	-0.0294051668298531	0	No
chr1	14319	14515	197	95609505	100382333	-0.2988	-0.298847625989938	0.0101522842639594	No
chr1	14516	14545	30	100387047	100492483	-0.6753	-0.675277083752205	0	No
chr1	14546	14756	211	100503692	102462517	-0.2785	-0.278468187907981	0.018957345971564	No
chr1	14757	14758	2	103342015	103342585	-1.6174	-1.61735980292639	0.5	CNV
chr1	14759	14922	164	103342585	108507719	-0.2499	-0.249893029976885	0.0121951219512195	No
chr1	14923	14926	4	108677467	108678476	-1.0563	-1.05629159663546	0	No
chr1	14927	15025	99	108678476	109350139	-0.1996	-0.199551799538288	0.0101010101010101	No
chr1	15026	15029	4	109351365	109358786	-1.0729	-1.07290903696369	0	No
chr1	15030	15110	81	109358786	109638863	-0.2024	-0.202405158292718	0	No
chr1	15111	15418	308	109638863	110216152	-0.0652	-0.0652278766317526	0	No
chr1	15419	15422	4	110230340	110233134	-6.0733	-6.07333681320235	1	CNV
chr1	15423	15582	159	110254854	110888977	-0.0742	-0.074231149191079	0.00628930817610063	No
chr1	15583	15584	2	110905537	110905953	-1.0401	-1.04011303793259	0	No
chr1	15585	15827	242	110906257	112303974	-0.1238	-0.123772617474744	0	No
chr1	15828	15832	5	112303974	112305377	-0.7267	-0.726742698032141	0	No
chr1	15833	15958	126	112305377	113231715	-0.1786	-0.178586950127525	0.0158730158730159	No
chr1	15959	15995	37	113232041	113258176	0.0425	0.0425444069957696	0	No
chr1	15996	16119	124	113264752	114355077	-0.1929	-0.1928539877027	0.0241935483870968	No
chr1	16120	16125	6	114356417	114367833	-0.7561	-0.756067757350649	0.166666666666667	No
chr1	16126	16232	107	114372123	114696521	-0.1425	-0.14250830875633	0	No
chr1	16233	16246	14	114935440	114939118	-0.5311	-0.53113260592374	0	No
chr1	16247	16358	112	114939118	115313809	-0.1435	-0.143466020029932	0.00892857142857143	No
chr1	16359	16413	55	115313809	115592715	-0.5472	-0.57577904445171	0.0545454545454545	No
chr1	16414	16724	309	115592715	118009153	-0.0958	-0.0958121778814938	0.00647249190938511	No
chr1	16725	16862	138	118035708	118617346	-0.2753	-0.275322089962728	0	No
chr1	16863	17055	193	118623763	120612247	-0.1245	-0.124542829983893	0.00518134715025907	No
chr1	17056	17060	5	121303919	121313201	-0.8042	-0.804151019383315	0	No
chr1	17061	17163	103	142540165	145442002	-0.1561	-0.15611949758215	0.00970873786407767	No
chr1	17164	17569	406	145442002	150191015	-0.0375	-0.0364580497977443	0.00985221674876847	No
chr1	17570	17580	11	150191015	150201548	-0.3479	-0.347890269338722	0	No
chr1	17581	17620	40	150202869	150275377	6e-04	0.000623744217129897	0	No
chr1	17621	17625	5	150277498	150297474	0.5634	0.563407823757895	0	No
chr1	17626	17775	150	150298245	150667288	-0.0228	-0.0227903303105723	0.02	No
chr1	17776	17795	20	150670458	150704385	-0.5864	-0.586394047459194	0.05	No
chr1	17796	18358	562	150704428	152009476	0.0118	0.0117533588702479	0.00889679715302491	No
chr1	18359	18537	179	152056674	153065953	-0.1678	-0.162415186046001	0.00558659217877095	No
chr1	18538	19638	1100	153084603	155853595	0.0117	0.0130145320535504	0.00454545454545455	No
chr1	19639	19668	30	155853595	155885710	-0.1874	-0.187368062522866	0.0333333333333333	No
chr1	19669	19921	253	155886362	156445001	0.0373	0.0372868498578822	0.0158102766798419	No
chr1	19922	19923	2	156446153	156447073	0.7758	0.775797566591182	0	No
chr1	19924	20242	319	156449057	157069300	0.0212	0.0212326605691718	0.00626959247648903	No
chr1	20243	20305	63	157069300	157522383	-0.1194	-0.119388801385296	0	No
chr1	20306	20310	5	157543465	157544749	-0.757	-0.75695285873489	0	No
chr1	20311	20361	51	157544749	157747027	-0.1308	-0.130785737435736	0	No
chr1	20362	20363	2	157764308	157764777	-1.3155	-1.31545621024502	0.5	CNV
chr1	20364	20697	334	157764777	159807918	-0.0912	-0.0912387680236817	0.00598802395209581	No
chr1	20698	20753	56	159810523	159924127	0.0384	0.0384291669670685	0	No
chr1	20754	20762	9	159997406	159999787	-0.4884	-0.488420660037585	0.111111111111111	No
chr1	20763	21334	571	159999827	161208413	-0.0241	-0.0252861082237575	0.00700525394045534	No
chr1	21335	21356	22	161228429	161333070	-1.0349	-1.03485654076263	0.136363636363636	No
chr1	21357	21380	24	161334535	161559385	-0.128	-0.128000101593793	0	No
chr1	21381	21387	7	161565386	161641215	0.4657	0.465656233058057	0	No
chr1	21388	21624	237	161647053	163045797	-0.1136	-0.113564212009968	0	No
chr1	21625	21668	44	163045797	164246062	-0.2791	-0.279148528654012	0.0227272727272727	No
chr1	21669	22174	506	164528874	169391299	-0.0677	-0.06951693816605	0.0197628458498024	No
chr1	22175	22182	8	169391370	169434762	-0.5626	-0.562583014192553	0	No
chr1	22183	22277	95	169434762	169772449	-0.0723	-0.0722761015521178	0	No
chr1	22278	22285	8	169773198	169797025	-0.5127	-0.512679046049288	0	No
chr1	22286	22503	218	169798381	171621859	-0.1049	-0.104900769823763	0	No
chr1	22504	22524	21	171669376	171697858	-0.5548	-0.554762262657387	0	No
chr1	22525	22722	198	171707372	173556941	-0.205	-0.211139000917206	0.00505050505050505	No
chr1	22723	22751	29	173566973	173755302	-0.0395	-0.0395226418173075	0	No
chr1	22752	22753	2	173755302	173755822	-1.1972	-1.19716832022945	0	No
chr1	22754	22815	62	173768718	173901971	-0.0707	-0.0707434968396371	0	No
chr1	22816	22828	13	173901971	173905495	-0.3675	-0.36751779193599	0	No
chr1	22829	22830	2	173905646	173906182	0.7457	0.745663426285274	0	No
chr1	22831	23002	172	173906182	176105825	-0.1091	-0.109146752334387	0.0232558139534884	No
chr1	23003	23007	5	176118084	176138028	-0.612	-0.611997131069476	0.2	No
chr1	23008	23099	92	176144979	177225306	-0.0707	-0.0707429999879535	0	No
chr1	23100	23164	65	177226146	178433636	0.0721	0.0721208866675199	0.0307692307692308	No
chr1	23165	23213	49	178434983	178745915	-0.0804	-0.0804495798862027	0.0204081632653061	No
chr1	23214	23224	11	178753546	178820229	-0.6263	-0.626264143853867	0	No
chr1	23225	23244	20	178820229	178885989	-0.1193	-0.1192977568357	0.05	No
chr1	23245	23256	12	178885989	178889241	-0.3914	-0.391429982896155	0	No
chr1	23257	23359	103	179012806	179323279	-0.0466	-0.0465586255948157	0.00970873786407767	No
chr1	23360	23502	143	179323279	179975723	-0.1907	-0.190687817766854	0	No
chr1	23503	24206	703	179981039	184021078	-0.0559	-0.0558833438263218	0.00568990042674253	No
chr1	24207	24364	158	184023503	185130096	-0.204	-0.20404324216831	0.0126582278481013	No
chr1	24365	24366	2	185135625	185137531	-1.135	-1.13498806932541	0	No
chr1	24367	24557	191	185143479	186306346	-0.145	-0.144978572707668	0	No
chr1	24558	24697	140	186307169	192628775	-0.2628	-0.272475426962136	0.0142857142857143	No
chr1	24698	24699	2	192628775	192629386	-1.4075	-1.40750546416788	0	No
chr1	24700	24770	71	192778198	193219015	-0.2376	-0.237621663135679	0	No
chr1	24771	24787	17	193219767	196196202	-0.8781	-0.87814741521945	0	No
chr1	24788	25020	233	196196202	197477096	-0.2791	-0.286491808290273	0.0171673819742489	No
chr1	25021	25024	4	197477096	197478117	-1.1233	-1.12332684648889	0	No
chr1	25025	25054	30	197478117	197704871	-0.3181	-0.318135656724111	0	No
chr1	25055	25070	16	197741914	197898354	0.0373	0.0373469024545165	0	No
chr1	25071	25106	36	197898354	198289041	-0.4186	-0.418626360960218	0	No
chr1	25107	25140	34	198289041	198697592	-0.6497	-0.649654305049757	0	No
chr1	25141	25287	147	198698107	200827193	-0.1929	-0.192864606860098	0.00680272108843537	No
chr1	25288	25296	9	200827193	200829542	-0.7997	-0.799699029276754	0	No
chr1	25297	25568	270	200829542	201778718	0.0489	0.0488893284668911	0.00740740740740741	No
chr1	25569	25765	197	201778990	202166219	-0.0285	-0.0285245580201147	0.0050761421319797	No
chr1	25766	25768	3	202166448	202183402	0.5223	0.522344115648765	0	No
chr1	25769	25958	189	202194518	202932380	-0.0476	-0.0476282872131095	0	No
chr1	25959	25970	12	202932697	202987805	0.3362	0.336174467057716	0	No
chr1	25971	26288	318	202990032	204237424	-0.0028	-0.00282104469295196	0.00314465408805031	No
chr1	26289	26297	9	204242784	204374960	-0.3814	-0.381375339688141	0	No
chr1	26298	26355	58	204374960	204501506	0.0163	0.0162923480701668	0.0172413793103448	No
chr1	26356	26357	2	204501836	204506202	-0.6891	-0.689058432611818	0	No
chr1	26358	26655	298	204506434	205578363	0.0147	0.014667317690387	0	No
chr1	26656	26685	30	205578363	205588983	-0.2557	-0.255692836987771	0	No
chr1	26686	27014	329	205588983	207132356	-0.0105	-0.010481370363178	0.0121580547112462	No
chr1	27015	27144	130	207133042	207533460	-0.0917	-0.0917174733325051	0	No
chr1	27145	27147	3	207533460	207534339	-0.8751	-0.875053970643207	0	No
chr1	27148	27221	74	207627618	207968597	-0.1313	-0.158562529568556	0.027027027027027	No
chr1	27222	27347	126	207968597	209908032	0.0427	0.0426884905277592	0	No
chr1	27348	27925	577	209908032	214787228	-0.1284	-0.126031285882334	0.00693240901213172	No
chr1	27926	27927	2	214788181	214792031	0.7971	0.797123478137001	0	No
chr1	27928	27976	49	214792462	215298119	-0.0439	-0.0438882328404657	0.0204081632653061	No
chr1	27977	28023	47	215342521	215799190	-0.3124	-0.312391589928039	0.0212765957446809	No
chr1	28024	28101	78	215802174	216465726	-0.0165	-0.0165314146414579	0	No
chr1	28102	28240	139	216495186	219386189	-0.2802	-0.280242437086812	0	No
chr1	28241	28371	131	219706342	220752945	-0.1289	-0.128946766341751	0.0152671755725191	No
chr1	28372	28374	3	220754335	220773317	-1.2977	-1.29771288347148	0	No
chr1	28375	28493	119	220777382	222819047	-0.0621	-0.0765764749532209	0.00840336134453781	No
chr1	28494	28549	56	222821111	222908558	-0.2395	-0.239520325013193	0	No
chr1	28550	28704	155	222919810	224345766	-0.0223	-0.0280283318992749	0.0258064516129032	No
chr1	28705	28720	16	224345766	224363668	-0.2723	-0.272264536283089	0	No
chr1	28721	28768	48	224370899	224567193	0.0083	0.00831451034576283	0.0416666666666667	No
chr1	28769	28783	15	224572869	224576810	-0.3115	-0.311450752270363	0	No
chr1	28784	28817	34	224576810	225140566	-0.0103	-0.0103197226136303	0	No
chr1	28818	28875	58	225142642	225488715	-0.4162	-0.416159251752618	0	No
chr1	28876	28966	90	225490862	225978176	-0.1729	-0.172874204142433	0.0222222222222222	No
chr1	28967	29019	53	226016396	226129263	0.0847	0.0847187561888328	0	No
chr1	29020	29023	4	226170433	226171408	-1.0344	-1.03443997219021	0	No
chr1	29024	29079	56	226171408	226465639	-0.216	-0.215995712592354	0	No
chr1	29080	29207	128	226473939	227179540	0.0293	0.0293242346790622	0	No
chr1	29208	29268	61	227179540	227842287	-0.1975	-0.197495307329832	0	No
chr1	29269	29272	4	227843447	227919159	-0.9731	-0.973093281827787	0	No
chr1	29273	29590	318	227919196	228879484	0.0493	0.0492823554818396	0.00314465408805031	No
chr1	29591	29617	27	228879484	229440408	-0.0737	-0.0736796853232266	0	No
chr1	29618	29630	13	229440408	229459593	-0.4463	-0.44629620780813	0	No
chr1	29631	29907	274	229459593	231351602	-0.022	-0.0219910901686085	0.0328467153284672	No
chr1	29908	30006	99	231351666	231556969	-0.1211	-0.128204952816942	0	No
chr1	30007	30012	6	231556969	231558585	0.334	0.334008914193122	0	No
chr1	30013	30130	118	231558585	232944751	-0.1325	-0.132461199065786	0.00847457627118644	No
chr1	30131	30135	5	232944751	232946056	-0.9364	-0.936364545224206	0.2	No
chr1	30136	30140	5	233086297	233112248	0.4619	0.461894730542977	0	No
chr1	30141	30296	156	233112248	234614351	-0.1007	-0.100749392940748	0	No
chr1	30297	30298	2	234614351	234614825	0.8988	0.898827794437749	0	No
chr1	30299	30360	62	234739999	235357511	-0.0736	-0.0735945886098182	0	No
chr1	30361	30367	7	235359281	235388093	-0.887	-0.887011158150651	0.142857142857143	No
chr1	30368	30535	166	235392541	236347214	-0.1209	-0.120855969876789	0.0120481927710843	No
chr1	30536	30559	24	236368324	236396302	-0.3905	-0.390492955041955	0	No
chr1	30560	30652	93	236399020	236766746	-0.0849	-0.0848643865277695	0	No
chr1	30653	30677	25	236767299	236926220	0.1281	0.128100784671235	0.04	No
chr1	30678	31011	334	236926220	241793713	-0.1174	-0.119831057778053	0.00598802395209581	No
chr1	31012	31016	5	241793713	241795050	-0.9277	-0.927697830554569	0	No
chr1	31017	31095	79	241795050	242687538	-0.0595	-0.0595407333938726	0.0126582278481013	No
chr1	31096	31098	3	243288137	243291557	-1.2385	-1.23851443768229	0.333333333333333	No
chr1	31099	31105	7	243303151	243336033	-0.2736	-0.273560924870618	0.142857142857143	No
chr1	31106	31196	90	243384979	244640970	-0.1556	-0.155603040776615	0	No
chr1	31197	31199	3	244641157	244653860	-0.9065	-0.906503790010273	0	No
chr1	31200	31464	264	244662269	247267721	-0.1027	-0.102728967926882	0.0113636363636364	No
chr1	31465	31471	7	247273480	247275747	0.4076	0.407633189487887	0.142857142857143	No
chr1	31472	31661	189	247319177	248685640	-0.1237	-0.127609918536175	0.00529100529100529	No
chr1	31662	31721	60	248685640	249212516	0.0336	0.0336011112206931	0	No
chr1	31722	31727	6	249212516	249214102	-0.2219	-0.221890931961416	0	No
chr10	31728	31763	36	225903	323580	-0.2749	-0.274870785348157	0	No
chr10	31764	31877	114	327173	1082949	0.0182	0.0182427971442134	0.0087719298245614	No
chr10	31878	31887	10	1085781	1090193	-0.3367	-0.336667956645994	0	No
chr10	31888	32036	149	1094116	5008134	-0.0108	-0.0108119684654763	0	No
chr10	32037	32069	33	5009266	5200877	-0.204	-0.203988319731054	0	No
chr10	32070	32071	2	5202081	5202974	0.8077	0.80774559850447	0	No
chr10	32072	32424	353	5203707	7797611	-0.0386	-0.0360769411487872	0.0056657223796034	No
chr10	32425	32426	2	7797611	7798105	-1.1537	-1.1536503455962	0	No
chr10	32427	32875	449	7801812	14425283	-0.0615	-0.0615075456544931	0.0111358574610245	No
chr10	32876	32919	44	14478529	14909951	-0.1828	-0.18284905619396	0.0227272727272727	No
chr10	32920	32921	2	14912488	14913801	-1.34	-1.33996292454091	0	No
chr10	32922	33348	427	14920768	18964287	-0.1136	-0.116092209370169	0.0163934426229508	No
chr10	33349	33370	22	18964287	18970245	-0.4281	-0.428079183655397	0	No
chr10	33371	33484	114	18970245	21414958	-0.1515	-0.151451381328388	0.0087719298245614	No
chr10	33485	33526	42	21414958	21827892	0.0818	0.0817938662272264	0.0238095238095238	No
chr10	33528	33649	121	21845531	23287278	-0.1842	-0.202376310133519	0.0578512396694215	No
chr10	33650	33651	2	23290767	23292355	0.818	0.818018254192533	0.5	CNV
chr10	33652	33802	150	23295787	25272292	-0.11	-0.110003359636328	0.0266666666666667	No
chr10	33803	33804	2	25272292	25272824	-1.2209	-1.22088341780876	0	No
chr10	33805	33975	171	25272824	27112244	-0.1378	-0.137820084138963	0.00584795321637427	No
chr10	33976	34010	35	27128655	27355513	-0.5371	-0.537072261032099	0.0571428571428571	No
chr10	34011	34224	214	27356095	29751394	-0.1979	-0.217545485170396	0.0186915887850467	No
chr10	34225	34267	43	29752347	30302982	0.0218	0.0217928413071045	0	No
chr10	34268	34372	104	30302982	31817177	-0.1558	-0.145806403496451	0.00961538461538462	No
chr10	34373	34384	12	31817177	32095956	-0.5968	-0.596841436117562	0	No
chr10	34385	34454	70	32095956	32761524	-0.1362	-0.136178792754511	0.0142857142857143	No
chr10	34455	34487	32	32762852	33140885	-0.5049	-0.504896460281512	0.0625	No
chr10	34488	34656	169	33143326	35927965	-0.1522	-0.160770287978558	0.0177514792899408	No
chr10	34657	34665	9	35928008	35930361	0.2875	0.287509343911691	0	No
chr10	34666	34815	149	36810570	43127962	-0.2167	-0.236858397153905	0.0469798657718121	No
chr10	34816	35080	265	43128180	46159324	-0.088	-0.0839778701421057	0.00754716981132075	No
chr10	35081	35099	18	46222669	47000408	0.1744	0.174432255287162	0	No
chr10	35100	35141	42	47000443	48414511	-0.1068	-0.106771794137236	0	No
chr10	35142	35163	22	48416288	49431309	0.0828	0.0828426316414308	0	No
chr10	35164	35201	38	49440219	49647456	-0.198	-0.197963576843978	0	No
chr10	35202	35230	29	49654085	49934048	0.1185	0.118461709642954	0.0344827586206897	No
chr10	35231	35372	142	49935578	50663646	-0.0987	-0.0917207598655256	0.00704225352112676	No
chr10	35373	35384	12	50663646	50666773	-0.3508	-0.350785966365	0	No
chr10	35385	35450	66	50666773	50903847	0.0016	0.00158448827148436	0.0151515151515152	No
chr10	35451	35458	8	50903847	50918389	-0.3742	-0.374213569844621	0	No
chr10	35459	35515	56	50942633	52005162	-0.0149	-0.0149357472784821	0	No
chr10	35516	35517	2	52008235	52065679	0.6189	0.618927624169748	0.5	CNV
chr10	35518	35520	3	52065679	52066545	-0.9062	-0.906176722767426	0	No
chr10	35521	35551	31	52066545	53227648	-0.0619	-0.0618770775330494	0	No
chr10	35552	35712	161	53455270	59952394	-0.3341	-0.336870174347214	0.0124223602484472	No
chr10	35713	35716	4	59952538	59953535	-1.2636	-1.26364676703214	0	No
chr10	35717	35823	107	59953818	61014024	-0.3087	-0.30867723926936	0.0373831775700935	No
chr10	35824	35967	144	61014024	62039449	-0.0827	-0.0826980254261986	0.00694444444444444	No
chr10	35968	36018	51	62039701	63172740	-0.2683	-0.268341907169957	0.0196078431372549	No
chr10	36019	36074	56	63173136	63944216	-0.0716	-0.0715653268968157	0	No
chr10	36075	36105	31	63952988	63998985	-0.3935	-0.393470300713228	0	No
chr10	36106	36108	3	63998985	64001030	-1.2491	-1.24907177083297	0	No
chr10	36109	36229	121	64005674	65380749	-0.1807	-0.180742151340549	0.0165289256198347	No
chr10	36230	36243	14	65380749	65384593	-0.5805	-0.580483722062	0	No
chr10	36244	36346	102	65384593	69902905	-0.245	-0.244985870873937	0	No
chr10	36347	36491	145	69905163	70451852	-0.088	-0.0879950711922709	0	No
chr10	36492	36499	8	70451852	70454024	-0.5272	-0.527169768506359	0	No
chr10	36500	36522	23	70482182	70548161	-0.0108	-0.0107664578806621	0.0434782608695652	No
chr10	36523	36526	4	70549463	70552097	-0.8528	-0.852845903793513	0.5	CNV
chr10	36527	36549	23	70587223	70694762	0.0559	0.0558797813524291	0.0434782608695652	No
chr10	36550	36629	80	70695826	70967704	-0.1498	-0.149835690701158	0	No
chr10	36630	36806	177	70968298	71963017	-0.0056	-0.00560726858515733	0	No
chr10	36807	36809	3	71964549	71969157	-0.5757	-0.575724391985026	0	No
chr10	36810	37248	439	71969405	74237031	-0.0043	-0.00426068184510184	0.00455580865603645	No
chr10	37249	37255	7	74237224	74293556	-0.5257	-0.525728366220133	0.142857142857143	No
chr10	37256	37584	329	74310914	75560225	-0.0828	-0.0785068263009877	0.0121580547112462	No
chr10	37585	37696	112	75560225	75936698	0.0398	0.0397699242999176	0.00892857142857143	No
chr10	37697	37709	13	75960473	76469005	-0.6022	-0.602165455695272	0	No
chr10	37710	37753	44	76602292	76861816	-0.0279	-0.0279033373269553	0	No
chr10	37754	37755	2	76863706	76865658	0.8746	0.874628371565923	0.5	CNV
chr10	37756	38286	528	76867700	86018658	-0.0498	-0.0498194838770638	0.0113636363636364	No
chr10	38287	38326	40	86018953	87360595	-0.2945	-0.294458104308344	0.025	No
chr10	38327	38500	173	87360724	89505058	-0.0536	-0.060012162530572	0.0173410404624277	No
chr10	38501	38541	41	89505659	89712111	-0.2728	-0.272848559562404	0	No
