Chr	Target.Start	Target.End	NumberOfTargets	OriStCoordinate	OriEndCoordinate	CBS.Mean	LogRatios	Above.PValues.Cutoff	Calls
chr1	5067	6853	1779	25783096	33836239	0.1313	0.131285713274426	0.0118043844856661	No
chr1	6854	7160	306	33836598	35932406	0.0254	0.0254137417895816	0.00980392156862745	No
chr1	7161	7575	415	35936391	38025169	0.1107	0.110691562415388	0.00240963855421687	No
chr1	7576	7605	30	38027221	38077957	-0.0955	-0.0955113296075647	0.0333333333333333	No
chr1	7606	7846	240	38078083	39471817	0.112	0.115266123542022	0.0125	No
chr1	7847	8012	166	39494319	39957503	0.0118	0.0117509454704649	0	No
chr1	8013	8030	18	39957503	40038285	0.1018	0.101842229065018	0	No
chr1	8031	8032	2	40041482	40041990	0.7845	0.784484493104941	0	No
chr1	8033	8065	33	40042030	40146761	0.1591	0.159143665219101	0	No
chr1	8066	8218	153	40146761	40767667	0.0512	0.0511824255590381	0.0196078431372549	No
chr1	8219	8315	97	40768358	41091643	0.1599	0.159922309249078	0.0103092783505155	No
chr1	8316	8333	18	41091671	41229063	-0.082	-0.0820057793974698	0.0555555555555556	No
chr1	8334	8573	240	41232292	43133216	0.0432	0.0431623544294444	0	No
chr1	8574	8581	8	43148382	43166798	-0.4329	-0.432878678001876	0.125	No
chr1	8582	8710	129	43199113	43698261	0.0535	0.0378866477052609	0.0232558139534884	No
chr1	8711	9412	702	43699901	46206999	0.1133	0.11638803959594	0.00712250712250712	No
chr1	9413	9414	2	46211802	46269380	1.0735	1.07354214206714	0.5	CNV
chr1	9415	9521	107	46290084	46736418	0.0862	0.0861546105837332	0	No
chr1	9522	9596	75	46738065	47030854	0.2142	0.214201975513935	0.0266666666666667	No
chr1	9597	9623	27	47034024	47080613	0.0935	0.0934582351871209	0	No
chr1	9624	10140	516	47080613	52291094	0.032	0.0340174497990829	0.0155038759689922	No
chr1	10141	10312	171	52293416	52883339	0.1306	0.130604096478984	0	No
chr1	10313	10710	397	52883339	54867720	0.0429	0.0428903950866003	0.0226700251889169	No
chr1	10711	10712	2	54870319	54870711	0.8491	0.849142032029127	0.5	CNV
chr1	10713	10849	137	54871962	55337363	0.0983	0.09833449945375	0.0291970802919708	No
chr1	10850	10851	2	55340655	55341842	0.8853	0.885347009637219	0.5	CNV
chr1	10852	10895	44	55349223	55533841	0.0622	0.0621550967983584	0	No
chr1	10896	14853	3952	55533841	107867596	-0.0349	-0.0344158294448841	0.00683198380566802	No
chr1	14854	14918	65	107937801	108322124	0.2949	0.294882614452644	0	No
chr1	14919	14989	71	108327935	109242504	0.4105	0.410536607195633	0.0140845070422535	No
chr1	14990	15419	430	109242504	110230519	0.2723	0.272267608999323	0	No
chr1	15420	15422	3	110230654	110233134	0.8703	0.87027300475702	0	No
chr1	15423	15582	159	110254854	110888977	0.2741	0.274059234399143	0.00628930817610063	No
chr1	15583	15841	258	110905537	112310435	0.1772	0.17724718492621	0.00387596899224806	No
chr1	15842	16001	160	112310435	113454723	0.2899	0.289861562460609	0.00625	No
chr1	16002	16716	715	113454723	117910873	0.5458	0.549408918543975	0.00979020979020979	No
chr1	16717	16929	213	117910873	120162609	0.4544	0.454387671327541	0	No
chr1	16930	17060	131	120162609	121313201	0.6277	0.627686177893685	0.0305343511450382	No
chr1	17061	17085	25	142540165	144895423	0.278	0.278012493718382	0.04	No
chr1	17086	17104	19	144898053	144906503	-0.0302	-0.0302394253945463	0	No
chr1	17105	17140	36	144909889	145112473	0.4115	0.41147090346949	0.0277777777777778	No
chr1	17141	17370	230	145115705	146661909	0.1091	0.109083284068343	0.00869565217391304	No
chr1	17371	17406	36	146672798	147090806	-0.1221	-0.122067842680883	0	No
chr1	17407	17568	162	147090806	150132321	0.0555	0.055469209751756	0.0185185185185185	No
chr1	17569	18223	654	150190755	151630981	0.1334	0.133364896126495	0.0107033639143731	No
chr1	18224	18232	9	151633268	151666417	-0.1113	-0.11134321834236	0	No
chr1	18233	18359	127	151666417	152056936	0.0795	0.0795228411627377	0.015748031496063	No
chr1	18360	18478	119	152056936	152552209	-0.0298	-0.0578371880479691	0.00840336134453781	No
chr1	18479	18480	2	152573275	152586639	-3.3626	-6.82183068048404	1	CNV
chr1	18481	18594	114	152595229	153430318	0.0346	0.0345693571009518	0	No
chr1	18595	20262	1666	153431481	157095864	0.1371	0.137098494147147	0.00660264105642257	No
chr1	20263	20699	437	157103013	159810995	-0.025	-0.0249570469215543	0.0091533180778032	No
chr1	20700	21414	715	159824126	161721774	0.0983	0.101042061445798	0.00839160839160839	No
chr1	21415	21958	544	161722030	167523096	0.0038	0.00378425118091305	0.00551470588235294	No
chr1	21959	21982	24	167599353	167758306	0.2514	0.251430683183453	0	No
chr1	21983	22131	149	167758370	169076086	0.0197	0.0196915477613934	0.0469798657718121	No
chr1	22132	22404	273	169080646	171115664	-0.0747	-0.0717974025552028	0	No
chr1	22405	23661	1257	171116684	180886214	0.0175	0.0174900232834485	0.00954653937947494	No
chr1	23662	23720	59	180886846	181020271	0.1313	0.131308801990562	0	No
chr1	23721	23723	3	181020271	181022803	0.6793	0.679272568312074	0.333333333333333	No
chr1	23724	23737	14	181024297	181452983	0.1653	0.165325735295285	0	No
chr1	23738	24381	643	181452983	185240542	-0.0041	-0.00409914338801409	0.0046656298600311	No
chr1	24382	24546	165	185245742	186293036	-0.1273	-0.127305680718073	0	No
chr1	24547	24569	23	186294855	186321262	-0.3428	-0.34283461326243	0.0434782608695652	No
chr1	24570	25151	582	186322749	198719836	-0.085	-0.0865662679027351	0.00859106529209622	No
chr1	25152	25299	148	198721281	200842508	0.0232	0.0232418709665212	0	No
chr1	25300	25927	627	200842508	202850391	0.0863	0.0888401036146221	0.00797448165869218	No
chr1	25928	25929	2	202858005	202860363	0.9668	0.966753157962793	0.5	CNV
chr1	25930	25965	36	202860563	202976783	0.0907	0.0906843903197664	0.0277777777777778	No
chr1	25966	25967	2	202976998	202978026	-0.9095	-0.909539382798994	0.5	CNV
chr1	25968	26203	236	202984148	203820369	0.0977	0.0976585450686474	0.00423728813559322	No
chr1	26204	26205	2	203823059	203823348	1.5165	1.51649995266002	0.5	CNV
chr1	26206	26952	747	203830767	206907702	0.0924	0.0924417987730143	0.00401606425702811	No
chr1	26953	27594	642	206940855	211847150	0.0041	0.00411841917921956	0.0124610591900312	No
chr1	27595	27598	4	211847651	211917026	0.5597	0.559747737815071	0	No
chr1	27599	27692	94	211917026	212534763	-0.0299	-0.0299271749264909	0	No
chr1	27693	27832	139	212534763	213244465	0.1005	0.100507399653996	0.00719424460431655	No
chr1	27833	28045	213	213250973	215940185	-0.013	-0.0130147969715384	0.0140845070422535	No
chr1	28046	28152	107	215953249	217671784	-0.1311	-0.131146858654255	0.00934579439252336	No
chr1	28153	28819	667	217688100	225148047	0.0368	0.0367600000518888	0.00749625187406297	No
chr1	28820	28903	84	225152121	225576233	-0.1277	-0.0957965722315552	0.0238095238095238	No
chr1	28904	28960	57	225577420	225840774	0.0214	0.0214398882144815	0.0175438596491228	No
chr1	28961	28979	19	225965678	226037835	0.0575	0.0575145969835575	0	No
chr1	28980	29021	42	226040356	226170920	0.2514	0.251441005708946	0	No
chr1	29022	29226	205	226170920	227213934	0.0677	0.0676609560724874	0	No
chr1	29227	29253	27	227216288	227335289	-0.201	-0.201042481180672	0	No
chr1	29254	29742	489	227348172	230203170	0.1099	0.109908956485789	0.00408997955010225	No
chr1	29743	29804	60	230313865	230829420	-0.0305	-0.0305198727878321	0.0166666666666667	No
chr1	29805	29852	48	230829420	231042288	0.0854	0.0713908602808805	0	No
chr1	29853	29874	22	231042288	231090261	-0.2031	-0.203073901579399	0	No
chr1	29875	30417	543	231092154	235652595	0.0576	0.057267067976337	0.0147329650092081	No
chr1	30418	30419	2	235657910	235659722	1.5057	1.50572491402096	1	CNV
chr1	30420	30436	17	235667495	235840554	0.1117	0.111745632384725	0	No
chr1	30437	30498	62	235840731	236016366	-0.1046	-0.104630125645263	0	No
chr1	30499	30582	84	236139154	236647900	0.0996	0.0996350851358878	0	No
chr1	30583	31212	629	236687428	244756936	-0.0418	-0.0417971452789948	0.00476947535771065	No
chr1	31213	31220	8	244769021	244816592	0.2418	0.241764067676374	0	No
chr1	31221	31422	201	244817094	247063857	0.02	0.019983374330041	0.00995024875621891	No
chr1	31423	31426	4	247065876	247071131	0.5624	0.56242298373046	0.25	No
chr1	31427	31539	111	247076598	247694852	0.0681	0.0681342492709741	0	No
chr1	31540	31658	118	247694852	248636755	-0.0778	-0.0830867017847196	0.00847457627118644	No
chr1	31659	31718	60	248684851	249211737	0.0881	0.0881208150888293	0	No
chr1	31719	31727	9	249211737	249214102	-0.0768	-0.0767615972983369	0	No
chr10	31728	31854	127	225903	1051902	-0.1865	-0.186513392646357	0	No
chr10	31855	31856	2	1052897	1053971	0.611	0.610989850265853	0	No
chr10	31857	32179	323	1054362	5815999	-0.2228	-0.222846378394468	0.00309597523219814	No
chr10	32180	33025	845	5827142	15326142	-0.1653	-0.166311969376272	0.0177514792899408	No
chr10	33026	34674	1644	15412918	37421275	-0.231	-0.233619154526263	0.0206812652068127	No
chr10	34675	34681	7	37422857	37441154	-0.6417	-0.641681608236404	0.285714285714286	No
chr10	34682	34683	2	37490232	37506829	-1.956	-1.95602919098265	0.5	CNV
chr10	34684	35612	926	37508061	54526988	-0.219	-0.219096571713747	0.00971922246220302	No
chr10	35613	35722	109	54526988	59956234	-0.3921	-0.383131748382238	0.018348623853211	No
chr10	35723	35775	53	59956384	60544960	-0.1224	-0.146986677790895	0.0377358490566038	No
chr10	35776	36136	361	60546676	64416258	-0.2748	-0.274755892158488	0.00831024930747922	No
chr10	36137	36381	244	64425852	70045138	-0.1968	-0.196796997845538	0.00819672131147541	No
chr10	36382	38472	2088	70046835	88854576	-0.1419	-0.141596819762527	0.0119731800766284	No
chr10	38473	39913	1440	89263649	98744787	-0.2318	-0.23045025370109	0.0118055555555556	No
chr10	39914	40142	229	98744787	99434227	-0.0546	-0.0546373320802266	0.00873362445414847	No
chr10	40143	40217	75	99434227	99968925	-0.167	-0.166991038525038	0	No
chr10	40218	40235	18	99968925	100011439	-0.414	-0.414019439643575	0	No
chr10	40236	40388	153	100012031	101496153	-0.0923	-0.0922838139341858	0.0065359477124183	No
chr10	40389	40416	28	101499429	101577222	-0.3279	-0.327856650782498	0	No
chr10	40417	40941	525	101578511	103588394	-0.1365	-0.13790943524342	0.0114285714285714	No
chr10	40942	40975	34	103588394	103793161	-0.09	-0.0900386058461705	0	No
chr10	40976	40979	4	103799700	103825920	0.3794	0.379441462476949	0	No
chr10	40980	41147	168	103825920	104184639	-0.0901	-0.0901106760482973	0.0119047619047619	No
chr10	41148	41155	8	104184740	104211840	0.3705	0.370520842425187	0	No
chr10	41156	41304	149	104213905	104679662	-0.0893	-0.0951681565265854	0.0134228187919463	No
chr10	41305	41399	95	104679662	105179446	-0.2171	-0.2171033886298	0	No
chr10	41400	41527	128	105181029	105752467	-0.0625	-0.0625088079393706	0.0078125	No
chr10	41528	42375	848	105752731	116073840	-0.2415	-0.241515480405921	0.0035377358490566	No
chr10	42376	42378	3	116075270	116083137	0.59	0.590028091677924	0	No
chr10	42379	42485	107	116085679	116881634	-0.2117	-0.21173359881587	0.0280373831775701	No
chr10	42486	42490	5	116887305	116931142	-0.6739	-0.673940038360265	0	No
chr10	42491	42503	13	116975461	117185873	-0.3362	-0.336210657178836	0	No
chr10	42504	42509	6	117221400	117486917	-0.5845	-0.584489856055207	0	No
chr10	42510	42584	75	117607296	118365021	-0.2735	-0.273498617552937	0	No
chr10	42585	42586	2	118368479	118380522	0.6077	0.607668076211101	0.5	CNV
chr10	42587	42882	296	118380786	120833445	-0.2184	-0.218428437176554	0	No
chr10	42883	42948	66	120840111	121335361	-0.0407	-0.0407282920974175	0.0151515151515152	No
chr10	42949	42954	6	121336092	121340134	-0.4678	-0.467847700437495	0.166666666666667	No
chr10	42955	43473	518	121340253	126086339	-0.2048	-0.204832944250665	0.00772200772200772	No
chr10	43474	43490	17	126086640	126185733	0.1336	0.133601181744637	0.0588235294117647	No
chr10	43491	44197	706	126186487	134751131	-0.2025	-0.203702863339615	0.0113314447592068	No
chr10	44198	44419	222	134752083	135341139	-0.0496	-0.0496324078565236	0.00900900900900901	No
chr10	44420	44444	25	135341979	135381924	-0.1981	-0.198053801587966	0	No
chr11	44445	44981	536	193065	1031856	-0.0495	-0.0495345880043922	0.00373134328358209	No
chr11	44982	45176	194	1031856	1575498	-0.1472	-0.154752085517391	0.0154639175257732	No
chr11	45177	45187	11	1575498	1579254	0.0127	0.0126986903069665	0.0909090909090909	No
chr11	45188	45189	2	1579467	1580376	0.9455	0.945513276725551	0.5	CNV
chr11	45190	45199	10	1585124	1630413	0.1262	0.126229423112512	0.1	No
chr11	45200	45651	451	1642211	3877483	-0.0834	-0.0834268282822275	0.00886917960088692	No
chr11	45652	45814	163	3877483	4968116	-0.2742	-0.274230207369855	0.00613496932515337	No
chr11	45815	45816	2	4975975	4976729	-5.4546	-5.45460624054698	1	CNV
chr11	45817	45925	109	4976867	5535996	-0.3305	-0.330484806000256	0	No
chr11	45926	45964	39	5536140	5663821	-0.1674	-0.167377916262129	0	No
chr11	45965	45967	3	5663947	5664819	-0.7226	-0.722568111969225	0	No
chr11	45968	46012	45	5664819	5809361	-0.1743	-0.174252649436905	0	No
chr11	46013	46070	58	5809361	6191438	-0.2877	-0.287671219909525	0	No
chr11	46071	46390	320	6191438	6736593	-0.1661	-0.166118448958961	0	No
chr11	46391	46632	242	6736593	8022416	-0.2623	-0.262338236566397	0	No
chr11	46633	47021	389	8022416	9735205	-0.1681	-0.168103469010744	0.0179948586118252	No
chr11	47022	47024	3	9746187	9749787	-0.7605	-0.760509135493661	0	No
chr11	47025	47527	503	9750828	14300563	-0.2355	-0.235460965303538	0.00397614314115308	No
chr11	47528	47529	2	14300935	14303366	0.5231	0.523088907170979	0	No
chr11	47530	47666	136	14316067	16133439	-0.237	-0.236988593579372	0.0147058823529412	No
chr11	47667	47681	15	16205371	16776933	-0.4657	-0.465650645313921	0	No
chr11	47682	48395	711	16777237	20649749	-0.1741	-0.174098136310394	0.00421940928270042	No
chr11	48396	48961	565	20652129	31811592	-0.2812	-0.275887479168656	0.00707964601769911	No
chr11	48962	49054	93	31812157	32724479	-0.2022	-0.202220032545426	0.010752688172043	No
chr11	49055	49073	19	32739587	32879644	0.0392	0.0392107303265534	0.0526315789473684	No
chr11	49074	49371	298	32949510	34189016	-0.2112	-0.207176312841187	0.0100671140939597	No
chr11	49372	49380	9	34189469	34379222	0.1398	0.139780901198504	0	No
chr11	49381	49428	48	34379222	34682083	-0.2429	-0.242947129543461	0.0208333333333333	No
chr11	49429	49436	8	34682083	34916751	-0.6197	-0.619656072142634	0	No
chr11	49437	49528	92	34918254	35287235	-0.2453	-0.245276472191091	0	No
chr11	49529	49530	2	35302449	35308542	0.7207	0.720722209669923	0	No
chr11	49531	49555	25	35313852	35640007	-0.2066	-0.20663910133328	0.04	No
chr11	49556	49567	12	35640007	35685160	0.09	0.0900156782831937	0	No
chr11	49568	49713	145	35685160	43364373	-0.2171	-0.217104108510909	0	No
chr11	49714	49715	2	43364923	43365893	0.8617	0.861664482659704	0.5	CNV
chr11	49716	49849	134	43366040	44285713	-0.2083	-0.208284224752653	0.0223880597014925	No
chr11	49850	50542	693	44285713	47647407	-0.0982	-0.0951075782135473	0.0101010101010101	No
chr11	50543	50549	7	47648495	47657179	-0.5115	-0.511482781546754	0.142857142857143	No
chr11	50550	50643	94	47660291	48131727	-0.0709	-0.0709414546883651	0.0212765957446809	No
chr11	50644	50743	99	48134309	55340468	-0.2658	-0.265814839084939	0.0404040404040404	No
chr11	50744	50755	12	55370793	55419380	-1.1408	-1.14083077468777	0.416666666666667	CNV
chr11	50756	50880	125	55432602	56468739	-0.3559	-0.355934249248196	0	No
chr11	50881	50989	109	56508502	57176794	-0.1753	-0.166891963315532	0.00917431192660551	No
chr11	50990	50991	2	57177451	57182200	-0.7085	-0.708540095244675	0.5	CNV
chr11	50992	51140	149	57182439	57569758	-0.0615	-0.0614579381400088	0.00671140939597315	No
chr11	51141	51375	235	57571020	59245352	-0.2664	-0.271323870220738	0.0127659574468085	No
chr11	51376	51447	72	59245407	59563118	-0.1171	-0.117141289942075	0.0277777777777778	No
chr11	51448	51630	183	59564735	60561541	-0.261	-0.260987006114712	0.0218579234972678	No
chr11	51631	51748	117	60563054	61070265	-0.0678	-0.0677788839025595	0.0170940170940171	No
chr11	51749	51762	14	61070514	61090549	-0.3549	-0.354936269851556	0.0714285714285714	No
chr11	51763	52423	660	61091354	62782425	-0.077	-0.0749085774278546	0.0136363636363636	No
chr11	52424	52483	60	62847284	63235976	-0.2951	-0.295092142120776	0	No
chr11	52484	52635	152	63256280	63965009	-0.0692	-0.0692191117820106	0.0263157894736842	No
chr11	52636	52638	3	63965360	63970441	0.5733	0.573347676000788	0.333333333333333	No
chr11	52639	53701	1063	63970623	65726437	-0.0587	-0.0586815259155803	0.00470366886171214	No
chr11	53702	53703	2	65726646	65727521	-0.9784	-0.978390530435245	0.5	CNV
chr11	53704	54632	928	65729094	68213128	-0.0751	-0.0744962034494227	0.00862068965517241	No
chr11	54633	54933	301	68213858	70757742	-0.1589	-0.158883654173999	0.00664451827242525	No
chr11	54934	54946	13	70759712	70791022	-0.4781	-0.478103878114444	0.153846153846154	No
chr11	54947	55077	131	70794395	71730104	-0.134	-0.133994122110101	0.0152671755725191	No
chr11	55078	55079	2	71730576	71732327	-0.889	-0.888953628763328	0.5	CNV
chr11	55080	55423	343	71733249	73745355	-0.1216	-0.121569164121054	0.0087463556851312	No
chr11	55424	55627	204	73745492	74715559	-0.235	-0.242209709598581	0.0343137254901961	No
chr11	55628	55689	62	74716519	75023210	-0.1055	-0.105545956763373	0	No
chr11	55690	55691	2	75046007	75062741	0.8335	0.833521517082879	0.5	CNV
chr11	55692	55857	165	75110452	76158170	-0.1452	-0.145164934812742	0.0181818181818182	No
chr11	55858	55896	39	76162863	76368689	-0.4344	-0.434438900789564	0	No
chr11	55897	56015	119	76368723	76870705	-0.144	-0.144024087934843	0.0168067226890756	No
chr11	56016	56021	6	76871219	76884031	-0.7186	-0.718555231781167	0	No
chr11	56022	56184	163	76885837	77727286	-0.1927	-0.192687345300826	0.0306748466257669	No
chr11	56185	56237	53	77727286	77910752	-0.0099	-0.00993532424323697	0.0377358490566038	No
chr11	56238	56469	232	77911069	82897481	-0.1995	-0.19949711537504	0.00431034482758621	No
chr11	56470	56477	8	82897545	82909704	0.1731	0.173132270870491	0.125	No
chr11	56478	56532	55	82917053	83169980	-0.163	-0.16303755915082	0.0181818181818182	No
chr11	56533	56581	49	83169980	85345339	-0.3837	-0.38371202230436	0.0204081632653061	No
chr11	56582	56893	312	85346705	88924605	-0.2293	-0.229334232597649	0.0128205128205128	No
chr11	56894	56899	6	88925136	89058100	-0.5702	-0.570169703124941	0	No
chr11	56900	56902	3	89058134	89059217	0.9485	0.948486750189937	0.333333333333333	No
chr11	56903	56956	53	89059239	89925500	-0.3573	-0.357282114331824	0.0566037735849057	No
chr11	56957	57480	523	89925500	99872901	-0.2307	-0.230746976213386	0.00573613766730402	No
chr11	57481	57510	30	99932008	100558645	-0.4724	-0.472446762159639	0.0666666666666667	No
chr11	57512	57762	251	100665841	102395823	-0.2353	-0.235256376103687	0.0159362549800797	No
chr11	57763	57920	158	102398170	103082685	-0.3392	-0.339201350882814	0.00632911392405063	No
chr11	57921	57922	2	103086448	103090761	-1.8176	-1.81757913260649	1	CNV
chr11	57923	58182	260	103091331	107436568	-0.3118	-0.315558531629116	0.00384615384615385	No
chr11	58183	58205	22	107462522	107662027	-0.2188	-0.21876835388963	0	No
chr11	58206	58218	13	107662027	107799494	0.0068	0.00679608937790747	0	No
chr11	58219	58237	19	107832673	107960336	-0.3327	-0.332735906513752	0	No
chr11	58238	58257	20	107965052	107992412	-0.0748	-0.0747783061684154	0	No
chr11	58258	58312	55	108002629	108119844	-0.2748	-0.274766051775361	0	No
chr11	58313	58320	8	108121418	108138080	0.1654	0.165400217496017	0	No
chr11	58321	58546	226	108139151	110102842	-0.2184	-0.218403825246158	0	No
chr11	58547	58603	57	110104017	110583097	-0.2983	-0.298272270458084	0	No
chr11	58604	58895	292	110697144	111959828	-0.1815	-0.181505160490658	0.0205479452054795	No
chr11	58896	58897	2	111966462	111978374	1.0119	1.01188588130236	1	CNV
chr11	58898	59182	284	112014271	116657421	-0.2227	-0.217777624696199	0.0176056338028169	No
chr11	59183	59583	401	116657704	118081502	-0.1218	-0.121792090913379	0.00498753117206983	No
chr11	59584	59736	153	118083161	118378311	-0.2341	-0.234103074208899	0.0196078431372549	No
chr11	59737	60286	549	118379812	119548030	-0.0828	-0.0828216626413224	0.00546448087431694	No
chr11	60287	62066	1777	119548262	134257925	-0.1987	-0.199076002198775	0.00900393922341024	No
chr12	62067	62587	519	208320	3726302	0.0581	0.0538798731100493	0.0134874759152216	No
chr12	62588	62782	195	3728462	6101259	-0.0356	-0.0266265145402184	0.00512820512820513	No
chr12	62783	62878	96	6103084	6500128	0.1156	0.126777732120237	0.0208333333333333	No
chr12	62879	62880	2	6551612	6552105	-0.86	-0.859950673251079	1	CNV
chr12	62881	63256	375	6554286	7177900	0.1056	0.103610540201219	0.0106666666666667	No
chr12	63257	63405	148	7177900	7985523	-0.0209	-0.0209297039619801	0.0135135135135135	No
chr12	63406	63425	20	8022442	8091002	0.7074	0.707357842372586	0.05	No
chr12	63426	63594	169	8192477	9264806	0.0175	0.0175335118386623	0	No
chr12	63595	64392	795	9264806	20523231	-0.0399	-0.0392075245735644	0.0150943396226415	No
chr12	64393	64648	256	20709563	22680840	-0.1366	-0.13663862424611	0.01171875	No
chr12	64649	64901	253	22688116	27647387	-0.04	-0.0400383825088681	0.00790513833992095	No
chr12	64902	64903	2	27648573	27654991	-0.9023	-0.902292218922312	0	No
chr12	64904	65115	210	27786201	31435891	-0.0729	-0.0729249422173057	0.00476190476190476	No
chr12	65116	65286	171	31440682	33032054	0.0553	0.0553188141551214	0.0175438596491228	No
chr12	65287	65288	2	33049476	33049768	0.9675	0.96754361329213	0.5	CNV
chr12	65289	65661	373	33529697	42629861	-0.1452	-0.147945256951771	0.0160857908847185	No
chr12	65662	65668	7	42631378	42711786	0.3446	0.344612905171826	0	No
chr12	65669	65987	319	42716205	48104695	-0.0888	-0.0888246463491865	0.0125391849529781	No
chr12	65988	66276	289	48105407	49177320	0.0697	0.0696825830307351	0.0069204152249135	No
chr12	66277	66278	2	49208287	49209590	0.8899	0.889905624770687	0	No
chr12	66279	66309	31	49212703	49298282	-6e-04	-0.000641476300728824	0	No
chr12	66310	66557	247	49298655	49937244	0.1425	0.14247342425865	0.00404858299595142	No
chr12	66558	67362	803	49937608	53344297	0.0627	0.0617260642490662	0.0049813200498132	No
chr12	67363	67364	2	53344663	53345557	1.134	1.13400486087808	0.5	CNV
chr12	67365	67817	450	53345621	54812947	0.0994	0.0994427107523371	0.00666666666666667	No
chr12	67818	67971	154	54852797	56031351	-0.0712	-0.077210078988327	0.012987012987013	No
chr12	67972	69028	1056	56031351	58347521	0.0891	0.0898182287887157	0.00662878787878788	No
chr12	69029	69204	176	58350471	64814370	-0.0759	-0.0758916799925772	0.00568181818181818	No
chr12	69205	69249	45	64815147	65116999	0.1461	0.14607146068596	0.0222222222222222	No
chr12	69250	69443	193	65122650	68725091	-0.0877	-0.0876680288368861	0.00518134715025907	No
chr12	69444	69491	48	68725991	69222760	0.1313	0.131275372706709	0	No
chr12	69492	70144	652	69229646	80655922	-0.0533	-0.0506190764821081	0.0168711656441718	No
chr12	70145	70517	373	80658725	89744731	-0.1476	-0.147566451379056	0.0107238605898123	No
chr12	70518	71651	1129	89745411	104480814	-0.0343	-0.0352000093469678	0.0115146147032772	No
chr12	71652	71653	2	104481737	104487352	-0.889	-0.888956164796139	0	No
chr12	71654	71813	160	104489145	106532376	-0.0514	-0.0513907244147245	0.04375	No
chr12	71814	73226	1411	106632732	117969611	0.0664	0.0655437957339607	0.0163004961020553	No
chr12	73227	73228	2	117977528	117993162	-0.8693	-0.869286019151641	0	No
chr12	73229	73609	378	117996216	121221582	0.0858	0.0877912133129194	0.00793650793650794	No
chr12	73610	73611	2	121222275	121229475	-0.7327	-0.732661864744967	0.5	CNV
chr12	73612	73911	300	121248575	122763752	0.1524	0.14832471667808	0.00666666666666667	No
chr12	73912	74203	292	122772970	123835016	0.0669	0.0668554925207595	0.0136986301369863	No
chr12	74204	74244	40	123868357	124092290	0.2969	0.340775567678671	0.05	No
chr12	74245	74468	224	124093132	125296617	0.0436	0.038568960503169	0.00446428571428571	No
chr12	74469	74516	48	125298698	125609635	0.2375	0.23748331689656	0	No
chr12	74517	74724	207	125612588	132283651	-0.0104	-0.00583988707101931	0.00966183574879227	No
chr12	74725	74759	35	132283855	132414431	0.305	0.304984504989693	0.0285714285714286	No
