Chr	Target.Start	Target.End	NumberOfTargets	OriStCoordinate	OriEndCoordinate	CBS.Mean	LogRatios	Above.PValues.Cutoff	Calls
chr16	2347	2367	21	2127545	2611945	0.4641	0.464110864189617	0.0476190476190476	No
chr16	2368	2378	11	2615505	3016018	-0.0975	-0.0974528998038222	0	No
chr16	2379	2397	19	3632296	3781464	0.345	0.344951816698217	0	No
chr16	2398	2489	92	3781724	28548428	0.0057	0.00571763827471791	0	No
chr16	2490	2506	17	28617402	31199705	0.359	0.358987960897266	0	No
chr16	2507	2530	24	31526708	64512657	-0.2836	-0.283573746285392	0	No
chr16	2531	2630	100	66019361	90019692	0.0876	0.0876046569209604	0	No
chr17	2631	2702	72	1566340	21005537	-0.1145	-0.114474380396953	0.0138888888888889	No
chr17	2703	2717	15	25324458	27039616	0.85	0.849960450345681	0	No
chr17	2718	2798	81	28510479	36003044	0.5095	0.509466764885731	0	No
chr17	2799	2846	48	37556781	41247986	0.8017	0.801735144129533	0	No
chr17	2847	2857	11	41249186	41332865	0.1745	0.174468132060575	0	No
chr17	2858	2895	38	41338215	56772580	0.6908	0.690833414593797	0	No
chr17	2896	2924	29	56774006	60017738	0.3958	0.395757438819783	0	No
chr17	2925	2998	74	61502395	81004900	0.7125	0.712545378503482	0	No
chr18	2999	3015	17	657550	20526516	-0.6038	-0.603796778505601	0	No
chr18	3016	3031	16	20529561	20606240	-1.0773	-1.07726346376532	0	No
chr18	3032	3162	131	21032211	78001597	-0.465	-0.46500997111918	0	No
chr19	3163	3215	53	1206871	10503230	0.1364	0.136364781561164	0	No
chr19	3216	3369	154	10597274	17946898	0.2879	0.287872081991145	0.00649350649350649	No
chr19	3370	3545	176	17947879	58508575	0.038	0.0379698693291522	0	No
chr2	3546	3582	37	1520801	25509997	0.1155	0.115482447761522	0	No
chr2	3583	3614	32	27020642	30143557	0.5446	0.54460678535548	0	No
chr2	3615	3735	121	31502362	84011488	0.1694	0.169393472855608	0	No
chr2	3736	3770	35	85509576	86332947	0.5849	0.584916779220613	0	No
chr2	3771	3784	14	88300866	100516183	0.0911	0.0911131471263716	0	No
chr2	3785	3792	8	102010548	112641815	-0.2907	-0.29067024001521	0	No
chr2	3793	3811	19	113300021	118504070	0.038	0.0379969622254519	0	No
chr2	3812	4001	190	120014581	199510550	-0.3471	-0.347104367926554	0	No
chr2	4002	4090	89	201017831	241713700	0.1384	0.138404769404323	0	No
chr20	4091	4210	120	1515184	61502452	0.4827	0.482665982752613	0	No
chr21	4211	4253	43	9518301	48028899	0.4362	0.436243358781787	0	No
chr22	4254	4419	165	17100868	51013042	0.6245	0.624466863583851	0	No
chr3	4420	4425	6	1511087	9005631	0.089	0.0889828499730989	0	No
chr3	4426	4722	297	9791922	73515730	0.3926	0.392637772921815	0	No
chr3	4723	4848	126	75016392	196502233	0.2062	0.206218002682267	0	No
chr4	4849	4862	14	891852	1360253	-0.0496	-0.0496098800503392	0	No
chr4	4863	4886	24	1369102	1809016	0.2362	0.236176169265164	0	No
chr4	4887	4922	36	3000563	52708672	-0.2253	-0.258312990553582	0	No
chr4	4923	4999	77	52708837	57019825	0.0029	0.00289719016544354	0	No
chr4	5000	5173	174	58507635	190505304	-0.2123	-0.220089307178891	0	No
chr5	5174	5209	35	1253849	9012182	-0.404	-0.404042053680903	0	No
chr5	5210	5269	60	10545485	42002945	-0.7087	-0.708708610427305	0	No
chr5	5270	5500	231	43509339	141018875	-0.3752	-0.375178783809278	0	No
chr5	5501	5555	55	141690026	149516679	0.081	0.0810134124713531	0	No
chr5	5556	5591	36	150059590	174028669	-0.2115	-0.211528392769811	0	No
chr5	5592	5641	50	175573969	180076603	0.1397	0.139701319944042	0.02	No
chr6	5642	5662	21	1504017	27021162	-0.0863	-0.0862912316044371	0	No
chr6	5663	5664	2	32561044	32632054	4.5642	9.73924851403268	1	CNV
chr6	5665	5701	37	33490112	46521465	0.1383	0.138318351050483	0	No
chr6	5702	5848	147	48005083	137026290	-0.1604	-0.160411545795428	0	No
chr6	5849	5898	50	137041540	169540990	0.0094	0.00939451483263937	0	No
chr7	5899	5911	13	1558538	2587146	0.5343	0.534286457872024	0	No
chr7	5912	6232	321	2593892	140487923	0.2059	0.205897616258605	0.00311526479750779	No
chr7	6233	6238	6	140487954	140493441	-0.4387	-0.438693569354999	0	No
chr7	6239	6277	39	140493713	150761890	0.1622	0.162224588567316	0	No
chr7	6278	6295	18	150761852	150773301	0.5032	0.50317313438262	0	No
chr7	6296	6305	10	150773315	159033771	0.1592	0.159213399960933	0	No
chr8	6306	6591	286	1512231	145514696	-0.1009	-0.100859771895857	0	No
chr9	6592	6686	95	1520418	19506029	-0.7163	-0.716313293282146	0	No
chr9	6687	6692	6	21001084	22513943	-5.6984	-5.69838892477587	0.833333333333333	CNV
chr9	6693	6700	8	24002989	34088543	-0.8561	-0.856062961162925	0	No
chr9	6701	6736	36	34089362	37801429	-0.3863	-0.386314459057626	0	No
chr9	6737	6748	12	37819238	69001780	-0.7116	-1.13716666272473	0.0833333333333333	No
chr9	6749	6766	18	71043883	73536839	-1.5135	-1.51351887055152	0	No
chr9	6767	6881	115	75000268	116171294	-0.5645	-0.564534230976868	0	No
chr9	6882	6994	113	116171843	141005886	-0.3604	-0.360393316128602	0	No
chrX	6995	7045	51	2709785	61931478	-0.1409	-0.140860071472033	0	No
chrX	7046	7062	17	61931665	73751419	0.4239	0.423851558348985	0	No
chrX	7063	7137	75	73959190	154504486	0.0584	0.0583507336918737	0	No
chrY	7140	7155	5	4564418	28463622	0.1435	-0.095020091694012	0.4	No
